Information listing created by	joaol
Date	06-Dec-2023 23:43:36
Current work part	C:\Users\joaol\OneDrive - Universidade de Lisboa\Ambiente de Trabalho\Ficheiros NX\Malha simétrica\Malha base Q4 eixo\Modelo\model1base_fem1.fem
Node name	DESKTOP-FSDCSN1


 
------------------------------------------------------------
 
              ELEMENT INFORMATION
 
------------------------------------------------------------
 
 
ELEMENT INFORMATION
  Label                | Element Type   | Mesh           | Mesh Collector | Connected Nodes
  283                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 501 480 481 502 892 848 893 894
  284                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 502 481 482 503 893 850 895 896
  285                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 503 482 483 504 895 852 897 898
  286                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 504 483 484 485 897 854 857 899
  287                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 504 485 486 505 899 859 900 901
  288                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 505 486 487 506 900 861 902 903
  289                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 506 487 488 507 902 863 904 905
  290                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 507 488 489 508 904 865 906 907
  291                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 508 489 490 509 906 867 908 909
  292                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 509 490 491 510 908 869 910 911
  293                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 510 491 492 493 910 871 873 912
  294                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 511 510 493 494 913 912 876 914
  295                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 511 494 495 512 914 878 915 916
  296                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 512 495 496 497 915 880 883 917
  297                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 512 497 498 513 917 885 918 919
  298                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 513 498 499 514 918 887 920 921
  299                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 514 499 500 515 920 889 922 923
  300                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 515 500 501 502 922 891 894 924
  301                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 515 502 503 516 924 896 925 926
  302                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 516 503 504 505 925 898 901 927
  303                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 516 505 506 517 927 903 928 929
  304                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 517 506 507 518 928 905 930 931
  305                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 518 507 508 519 930 907 932 933
  306                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 520 511 512 513 934 916 919 935
  307                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 348 344 345 347 936 541 536 532
  308                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 348 342 343 344 937 581 575 936
  309                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 1004 1005 342 348 1048 578 937 530
  310                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 521 376 383 384 938 632 639 939
  311                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 341 521 384 375 940 939 637 619
  312                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 387 386 380 385 642 641 649 941
  313                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 366 367 368 387 592 597 643 942
  314                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 387 385 365 366 941 646 590 942
  315                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 356 340 376 521 556 620 938 943
  316                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 356 521 341 355 943 940 550 558
  317                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 511 520 509 510 934 944 911 913
  318                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 520 519 508 509 945 932 909 944
  319                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 514 515 516 517 923 926 929 946
  320                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 514 517 518 519 946 931 933 947
  321                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(3)  | 513 514 519 520 921 947 945 935
 
------------------------------------------------------------
 
