Information listing created by	Afonso Araújo
Date	07-Dec-2023 00:41:54
Current work part	C:\Users\Afonso\Documents\MATLAB\MComp\Projeto MComp\comsimetria_fem1.fem
Node name	DESKTOP-5AECOVI


 
------------------------------------------------------------
 
              ELEMENT INFORMATION
 
------------------------------------------------------------
 
 
ELEMENT INFORMATION
  Label                | Element Type   | Mesh           | Mesh Collector | Connected Nodes
  246                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 212 208 207 217 697 689 702 710
  247                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 212 217 216 213 710 707 709 700
  248                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 223 1 818 819 711 392 840 712
  249                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 223 819 820 219 712 841 713 714
  250                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 222 878 879 3 715 922 383 716
  251                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 221 222 3 2 717 716 381 718
  252                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 223 219 220 224 714 719 720 721
  253                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 220 221 2 224 722 718 723 720
  254                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 223 224 2 1 721 723 396 711
  255                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 169 119 871 872 632 586 923 724
  256                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 229 230 170 169 725 726 643 727
  257                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 229 169 872 873 727 724 924 728
  258                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 229 873 874 227 728 925 729 730
  259                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 228 230 229 227 731 725 730 732
  260                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 231 227 874 875 733 729 926 734
  261                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 231 875 876 225 734 927 735 736
  262                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 232 226 172 171 737 738 645 739
  263                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 231 225 226 232 736 740 737 741
  264                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 231 232 228 227 741 742 732 733
  265                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 235 236 173 172 743 744 639 745
  266                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 235 172 226 233 745 738 746 747
  267                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 237 235 233 234 748 747 749 750
  268                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 237 234 220 219 750 751 719 752
  269                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 237 219 820 821 752 713 842 753
  270                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 821 822 173 236 843 634 744 754
  271                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 821 236 235 237 754 743 748 753
  272                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 221 220 234 238 722 751 755 756
  273                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 239 877 878 222 757 928 715 758
  274                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 239 222 221 238 758 717 756 759
  275                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 240 876 877 239 760 929 757 761
  276                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 240 239 238 241 761 759 762 763
  277                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 238 234 233 241 755 749 764 762
  278                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 210 211 185 184 765 692 637 686
  279                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 209 211 210 824 688 765 687 682
  280                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 44 21 22 33 298 316 268 766
  281                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 44 33 32 43 766 271 290 295
  282                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 85 84 86 83 402 408 407 767
  283                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 193 192 170 230 650 644 726 768
  284                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 193 230 228 194 768 731 769 655
  285                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 228 232 171 194 742 739 653 769
  286                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 206 202 201 204 679 667 671 770
  287                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 204 203 205 206 675 677 681 770
  288                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 241 233 226 225 764 746 740 771
  289                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 241 225 876 240 771 735 760 763
  290                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 14 13 85 83 336 772 767 398
  291                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 13 12 81 85 345 773 403 772
  292                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 12 11 89 88 323 415 418 774
  293                  | CQUAD8         | 2d_mesh(1)     | Thin Shell(1)  | 12 88 91 81 774 424 421 773
 
------------------------------------------------------------
 
